Domain	Site Rank	Year online	Name	MBFC Fact	MBFC Bias	MBFC cred	Media Bias/Fact Check	Wiki Fake	Wiki RSP	Wiki DEPS	Wikipedia	Quality	MisinfoMe	Lang	URL	Score
thebeardedpatriot.com	858687	2013	The Bearded Patriot	L	FN	L	https://mediabiasfactcheck.com/the-bearded-patriot/					0.2	0	en	https://thebeardedpatriot.com/	0.1
theautomaticearth.com	833676	2008	The Automatic Earth	L	CP	L	https://mediabiasfactcheck.com/the-automatic-earth/					0.6	-0.464	en	https://www.theautomaticearth.com/	0.1
tennesseestar.com	830052	2017	The Tennessee Star	M	FN	L	https://mediabiasfactcheck.com/the-tennessee-star/	1			https://en.wikipedia.org/wiki/The_Tennessee_Star	0.4	-0.364	en	https://tennesseestar.com/	0.2
healthimpactnews.com	828753	2011	Health Impact News	VL	CP	L	https://mediabiasfactcheck.com/health-impact-news/	1				0.2	-0.8	en	https://healthimpactnews.com/	0.0
nationalvanguard.org	824609	2003	National Vanguard	VL	FN	L	https://mediabiasfactcheck.com/national-vanguard/				https://en.wikipedia.org/wiki/National_Vanguard_(American_organization)	0.2	-0.407	en	https://nationalvanguard.org/	0.0
thepatriotnation.net	820058	2013	The Patriot Nation	L	FN	L	https://mediabiasfactcheck.com/the-patriot-nation/					0.4	-0.6	en	https://thepatriotnation.net/	0.1
ussanews.com	819070	2010	USSA News	L	FN	L	https://mediabiasfactcheck.com/ussa-news/	1				0.2	0.022	en	https://ussanews.com/	0.1
populistpress.com	809859	2015	Populist Press	L	FN	L	https://mediabiasfactcheck.com/populist-press/	1				0.2	0.6	en	https://populistpress.com/	0.1
thepuristonline.com	808042	2017	The Purist	L	CP	L	https://mediabiasfactcheck.com/the-purist-magazine-bias/					0.6		en	https://thepuristonline.com/	0.1
patriotfetch.com	805976	2021	Patriot Fetch	L	FN	L	https://mediabiasfactcheck.com/patriot-fetch-bias/					0.5	0.6	en	https://patriotfetch.com/	0.1
newsrael.com	804342	2019	Newsrael	M	FN	L	https://mediabiasfactcheck.com/newsrael-bias-and-credibility/							en	https://www.newsrael.com/	0.2
askingangels.com	794399	2012	AskingAngels	VL	CP	L	https://mediabiasfactcheck.com/askingangels-com/					0.2	-1.0	en	https://askingangels.com/	0.0
trumptrainnews.com	781221	2016	Trump Train News	M	FN	L	https://mediabiasfactcheck.com/trump-train-news/	1				0.3	0.16	en	https://trumptrainnews.com/	0.2
presidentialhill.com	780544	2020	Presidential Hill	L	FN	L	https://mediabiasfactcheck.com/presidential-hill-bias/					0.3	0	en	https://presidentialhill.com/	0.1
redrightpatriot.com	780510	2020	Red Right Patriot	M	FN	L	https://mediabiasfactcheck.com/red-right-patriot-bias/					0.5		en	https://redrightpatriot.com/	0.2
climatedepot.com	780309	2009	Climate Depot	M	CP	L	https://mediabiasfactcheck.com/climate-depot/	1			https://en.wikipedia.org/wiki/Marc_Morano	0.2	-0.161	en	https://www.climatedepot.com/	0.2
organicconsumers.org	779389	1998	Organic Consumers Association	L	CP	L	https://mediabiasfactcheck.com/organic-consumers-association/				https://en.wikipedia.org/wiki/Organic_Consumers_Association	0.2	-0.119	en	https://www.organicconsumers.org/	0.1
ronpaulinstitute.org	770652		The Ron Paul Institute	L	FN	L	https://mediabiasfactcheck.com/the-ron-paul-institute/				https://en.wikipedia.org/wiki/Ron_Paul	0.6	0.023	en	https://ronpaulinstitute.org/	0.1
eluxemagazine.com	770061	2012	Eluxe Magazine	M	CP	L	https://mediabiasfactcheck.com/eluxe-magazine/					0.2	0.0	en	https://eluxemagazine.com/	0.2
newswars.com	765595	2009	NewsWars	L	FN	L	https://mediabiasfactcheck.com/newswars/		1	1		0.2	-1	en	https://www.newswars.com/	0.1
davidwolfe.com	764634	1999	David Wolfe	M	CP	L	https://mediabiasfactcheck.com/david-wolfe/				https://en.wikipedia.org/wiki/David_Wolfe	0.2	-0.1	en	https://www.davidwolfe.com/	0.2
thejewishvoice.com	759251	2016	The Jewish Voice	M	FN	L	https://mediabiasfactcheck.com/the-jewish-voice-bias/				https://en.wikipedia.org/wiki/Jewish_Voice	0.3		en	https://thejewishvoice.com/	0.2
culturewars.com	757458	1997	Culture Wars Magazine	L	CP	L	https://mediabiasfactcheck.com/culture-wars-magazine-bias/							en	https://culturewars.com/	0.1
friendsofscience.org	753660	2002	Friends of Science	M	CP	L	https://mediabiasfactcheck.com/friends-of-science/				https://en.wikipedia.org/wiki/Friends_of_Science	0.2	0.0	en	https://friendsofscience.org/	0.2
discovery.org	750864	1995	Discovery Institute	L	CP	L	https://mediabiasfactcheck.com/discovery-institute/				https://en.wikipedia.org/wiki/Discovery_Institute	0.2	0.12	en	https://www.discovery.org/	0.1
conservativeglobe.com	744969	2019	For the Right News	L	FN	L	https://mediabiasfactcheck.com/for-the-right-news/					0.5		en	https://www.conservativeglobe.com/	0.1
winepressnews.com	734822	2020	Wine Press News	L	CP	L	https://mediabiasfactcheck.com/wine-press-news-bias-and-credibility/				https://en.wikipedia.org/wiki/Wine			en	https://winepressnews.com/	0.1
nationalzero.com	734007	2020	National Zero	M	FN	L	https://mediabiasfactcheck.com/national-zero/					0.4		en	https://nationalzero.com/	0.2
ihr.org	727661	1998	Institute for Historical Review	VL	FN	L	https://mediabiasfactcheck.com/institute-for-historical-review/				https://en.wikipedia.org/wiki/Institute_for_Historical_Review	0.2	-0.239	en	https://ihr.org/	0.0
technocracy.news	725382	2015	Technocracy News	VL	CP	L	https://mediabiasfactcheck.com/technocracy-news/	1				0.2	-1	en	https://www.technocracy.news/	0.0
libertyplanets.com	699038	2020	Liberty Planet	VL	CP	L	https://mediabiasfactcheck.com/liberty-planet-bias/					0.6		en	https://www.libertyplanets.com/	0.0
bigleaguepolitics.com	698302	2016	Big League Politics	L	FN	L	https://mediabiasfactcheck.com/big-league-politics/	1			https://en.wikipedia.org/wiki/Big_League_Politics	0.2	-0.9	en	https://bigleaguepolitics.com/	0.1
whale.to	690158		Whale.to	L	CP	L	https://mediabiasfactcheck.com/whale-to/					0.8	-0.2	en	http://whale.to/	0.1
visiontimes.com	674996	2003	Vision Times	M	FN	L	https://mediabiasfactcheck.com/vision-times/	1	1	1		0.5	0.02	en	https://www.visiontimes.com/	0.2
breakingwide.com	662641	2019	Breaking Wide	M	FN	L	https://mediabiasfactcheck.com/breaking-wide/					0.4	0.0	en	https://breakingwide.com/	0.2
redrightdaily.com	659915	2019	Red Right Daily	M	FN	L	https://mediabiasfactcheck.com/red-right-daily-bias/					0.4		en	https://redrightdaily.com/	0.2
covertactionmagazine.com	659831	2017	CovertAction Magazine	M	FN	L	https://mediabiasfactcheck.com/covertaction-magazine-bias/				https://en.wikipedia.org/wiki/CovertAction_Quarterly			en	https://covertactionmagazine.com/	0.2
americanactionnews.com	653371	2013	American Action News	M	FN	L	https://mediabiasfactcheck.com/american-action-news/	1				0.3	0.2	en	https://americanactionnews.com/	0.2
patriotjournal.org	639515	2016	Patriot Journal	M	FN	L	https://mediabiasfactcheck.com/patriot-journal/					0.3	0	en	https://patriotjournal.org/	0.2
gandernewsroom.com	637153	2020	Michigan Gander	M	FN	L	https://mediabiasfactcheck.com/michigan-gander-bias/	1			https://en.wikipedia.org/wiki/Courier_Newsroom	0.8		en	https://gandernewsroom.com/	0.2
thepoliticalinsider.com	632264	2006	Political Insider	L	FN	L	https://mediabiasfactcheck.com/political-insider/	1				0.3	-0.921	en	https://thepoliticalinsider.com/	0.1
shtfplan.com	629213	2009	SHTFplan.com	L	FN	L	https://mediabiasfactcheck.com/shtfplan-com/					0.3	-0.318	en	https://www.shtfplan.com/	0.1
conservativefreepress.com	627131	2015	Conservative Free Press	L	FN	L	https://mediabiasfactcheck.com/conservative-free-press/					0.2	0	en	https://www.conservativefreepress.com/	0.1
internationalman.com	624624		Doug Casey's International Man	M	FN	L	https://mediabiasfactcheck.com/doug-caseys-international-man-bias/				https://en.wikipedia.org/wiki/Doug_Casey			en	https://internationalman.com/	0.2
thephaser.com	612534	2013	The Phaser	VL	CP	L	https://mediabiasfactcheck.com/the-phaser-bias/					0.2	-0.8	en	https://thephaser.com/	0.0
theorganicprepper.com	610882	2014	The Organic Prepper	M	CP	L	https://mediabiasfactcheck.com/the-organic-prepper-bias-and-credibility/					0.3		en	https://www.theorganicprepper.com/	0.2
patriotnewsfeed.com	609957	2016	Patriot Newsfeed	M	FN	L	https://mediabiasfactcheck.com/patriot-newsfeed-bias/					0.5		en	https://patriotnewsfeed.com/	0.2
katehon.com	608644	2014	Katehon	L	FN	L	https://mediabiasfactcheck.com/katehon-bias/					0.4	-0.272	ru	https://katehon.com/	0.1
nordicmonitor.com	608446	2018	Nordic Monitor	M	FN	L	https://mediabiasfactcheck.com/nordic-monitor/				https://en.wikipedia.org/wiki/Abdullah_Bozkurt	0.3	0	en	https://www.nordicmonitor.com/	0.2
avoiceformen.com	603171	2009	A Voice for Men	L	FN	L	https://mediabiasfactcheck.com/a-voice-for-men/				https://en.wikipedia.org/wiki/A_Voice_for_Men	0.2	0.8	en	https://avoiceformen.com/	0.1
foodbabe.com	596175	2007	Food Babe	M	CP	L	https://mediabiasfactcheck.com/food-babe/	1			https://en.wikipedia.org/wiki/Vani_Hari	0.3	-0.1	en	https://foodbabe.com/	0.2
veteranstoday.com	592647	2004	Veterans Today	VL	CP	L	https://mediabiasfactcheck.com/veterans-today/		1	1		0.2	-0.359	en	https://www.veteranstoday.com/	0.0
swprs.org	587845	2017	Swiss Policy Research	M	CP	L	https://mediabiasfactcheck.com/swiss-policy-research/				https://en.wikipedia.org/wiki/Swiss_Policy_Research	0.2	0	de	https://swprs.org/	0.2
nationalfile.com	585169	2019	National File	L	CP	L	https://mediabiasfactcheck.com/national-file/	1	1			0.1	-0.68	en	https://nationalfile.com/	0.1
pressfortruth.ca	584919	2007	Press for Truth	M	CP	L	https://mediabiasfactcheck.com/press-for-truth/					0.3	0.048	en	https://pressfortruth.ca/	0.2
debka.com	583281	2000	DEBKAfile	M	FN	L	https://mediabiasfactcheck.com/debkafile/				https://en.wikipedia.org/wiki/Debkafile	0.3	0.126	en	https://www.debka.com/	0.2
britainfirst.org	571895	2011	Britain First	L	FN	L	https://mediabiasfactcheck.com/britain-first/				https://en.wikipedia.org/wiki/Britain_First	0.2	-0.603	en	https://www.britainfirst.org/	0.1
americanpatriotdaily.com	571075	2015	American Patriot Daily	L	FN	L	https://mediabiasfactcheck.com/american-patriot-daily/					0.2	-0.1	en	https://www.americanpatriotdaily.com/	0.1
unlimitedhangout.com	568280	2020	Unlimited Hangout	M	CP	L	https://mediabiasfactcheck.com/unlimited-hangout-bias/							en	https://unlimitedhangout.com/	0.2
winterwatch.net	568255	2018	Winter Watch	VL	CP	L	https://mediabiasfactcheck.com/winter-watch/					0.3		en	https://www.winterwatch.net/	0.0
fairus.org	549611	1995	The Federation for American Immigration Reform	L	FN	L	https://mediabiasfactcheck.com/the-federation-for-american-immigration-reform-fair/				https://en.wikipedia.org/wiki/Federation_for_American_Immigration_Reform	0.2	0.2	en	https://www.fairus.org/	0.1
foodmatters.com	546608	2001	Food Matters	M	CP	L	https://mediabiasfactcheck.com/food-matters/				https://en.wikipedia.org/wiki/Food_Matters	0.3	0.0	en	https://www.foodmatters.com/	0.2
patrioticpost.com	535567	2020	Patriotic Post	L	FN	L	https://mediabiasfactcheck.com/patriotic-post-bias/					0.4	0	en	https://patrioticpost.com/	0.1
stillnessinthestorm.com	528461	2015	Stillness in the Storm	L	CP	L	https://mediabiasfactcheck.com/stillness-in-the-storm/	1				0.1	0	en	https://stillnessinthestorm.com/	0.1
flagandcross.com	528126	2018	Flag & Cross	M	FN	L	https://mediabiasfactcheck.com/flag-cross/					0.3	0.0	en	https://flagandcross.com/	0.2
newstarget.com	517178	1996	News Target	L	CP	L	https://mediabiasfactcheck.com/news-target/	1	1		https://en.wikipedia.org/wiki/Natural_News	0.1	-0.848	en	https://newstarget.com/	0.1
thelastamericanvagabond.com	502507		The Last American Vagabond	L	FN	L	https://mediabiasfactcheck.com/the-last-american-vagabond-bias-and-credibility/							en	https://www.thelastamericanvagabond.com/	0.1
techstartups.com	495964	2003	Tech Startups	M	FN	L	https://mediabiasfactcheck.com/techstartups/					0.4	0.003	en	https://techstartups.com/	0.2
rairfoundation.com	494093	2016	RAIR Foundation USA	L	FN	L	https://mediabiasfactcheck.com/rair-foundation-usa/	1				0.6	0.6	en	https://rairfoundation.com/	0.1
higherperspectives.com	493629	2002	Higher Perspective	M	CP	L	https://mediabiasfactcheck.com/higher-perspective/	1				0.2	0.038	en	https://www.higherperspectives.com/	0.2
parler.com	491410	1998	Parler	L	FN	L	https://mediabiasfactcheck.com/parler/				https://en.wikipedia.org/wiki/Parler	0.2	-0.717	en	https://parler.com/	0.1
southfront.org	490876	2015	South Front	L	CP	L	https://mediabiasfactcheck.com/south-front/					0.2	0.14	en	https://southfront.org/	0.1
archaeology-world.com	487530	2018	Archaeology World	M	FN	L	https://mediabiasfactcheck.com/archaeology-world/					0.2	0.0	en	https://archaeology-world.com/	0.2
thinkamericana.com	483972	2017	Think Americana	L	FN	L	https://mediabiasfactcheck.com/think-americana/					0.1	-1	en	https://thinkamericana.com/	0.1
naturalhealth365.com	482255	2010	Natural Health 365	L	CP	L	https://mediabiasfactcheck.com/natural-health-365/					0.1	-0.006	en	https://www.naturalhealth365.com/	0.1
dailygrail.com	480847	1999	Daily Grail	M	CP	L	https://mediabiasfactcheck.com/daily-grail/					0.2	0.027	en	https://www.dailygrail.com/	0.2
geoengineeringwatch.org	477619	2009	GeoEngineering Watch	L	CP	L	https://mediabiasfactcheck.com/geoengineering-watch/	1				0.1	-0.6	en	https://www.geoengineeringwatch.org/	0.1
thecountersignal.com	469064	2021	The Counter Signal	M	FN	L	https://mediabiasfactcheck.com/the-counter-signal-bias/					0.3	0.6	en	https://thecountersignal.com/	0.2
nextnewsnetwork.com	465836	2012	Next News Network	L	FN	L	https://mediabiasfactcheck.com/next-news-network/	1				0.7	0	en	https://nextnewsnetwork.com/	0.1
afn.net	463733	1997	American Family News	L	FN	L	https://mediabiasfactcheck.com/onenewsnow/				https://en.wikipedia.org/wiki/American_Family_Association	0.6		en	https://afn.net/	0.1
thetruthaboutcancer.com	462680	2011	The Truth about Cancer	L	CP	L	https://mediabiasfactcheck.com/the-truth-about-cancer/	1				0.2	-0.713	en	https://thetruthaboutcancer.com/	0.1
dailypoliticalnewswire.com	457198	2016	Daily Political Newswire	L	FN	L	https://mediabiasfactcheck.com/daily-political-newswire/					0.2	0	en	https://dailypoliticalnewswire.com/	0.1
blacknews.com	456299	1998	BlackNews.com	M	FN	L	https://mediabiasfactcheck.com/blacknews-com/					0.3	0.0	en	https://www.blacknews.com/	0.2
newswithviews.com	451277	2001	News with Views	L	FN	L	https://mediabiasfactcheck.com/news-with-views/					0.2	-0.077	en	https://newswithviews.com/	0.1
mindmatters.ai	449005		Mind Matters	L	CP	L	https://mediabiasfactcheck.com/mind-matters-bias/							en	https://mindmatters.ai/	0.1
curiousmindmagazine.com	448398	2015	Curious Mind Magazine	L	CP	L	https://mediabiasfactcheck.com/curious-mind-magazine/					0.2	0	en	https://curiousmindmagazine.com/	0.1
lifespa.com	441770	1997	LifeSpa	L	CP	L	https://mediabiasfactcheck.com/lifespa/					0.2	0	en	https://lifespa.com/	0.1
healthrangerreport.com	434056	2015	Health Ranger Report	VL	CP	L	https://mediabiasfactcheck.com/health-ranger-report/				https://en.wikipedia.org/wiki/Natural_News	0.3	0.0	en	https://healthrangerreport.com/	0.0
thefrisky.com	430333	2007	The Frisky	M	FN	L	https://mediabiasfactcheck.com/the-frisky/					0.4	0.234	en	https://thefrisky.com/	0.2
ancient-code.com	425067	2012	Ancient Code	M	CP	L	https://mediabiasfactcheck.com/ancient-code/	1				0.2	-0.1	en	https://www.ancient-code.com/	0.2
exopolitics.org	424458	2003	Exopolitics	L	CP	L	https://mediabiasfactcheck.com/exopolitics-bias/						0.2	en	https://exopolitics.org/	0.1
bipartisanreport.com	420861	2012	Bipartisan Report	L	FN	L	https://mediabiasfactcheck.com/bipartisan-report/	1				0.2	-0.1	en	https://bipartisanreport.com/	0.1
survivalblog.com	417598	2005	SurvivalBlog.com	L	FN	L	https://mediabiasfactcheck.com/survivalblog-com/				https://en.wikipedia.org/wiki/James_Wesley_Rawles	0.2	0.78	en	https://survivalblog.com/	0.1
jesus-is-savior.com	415881	2002	Jesus is Savior	VL	CP	L	https://mediabiasfactcheck.com/jesus-is-savior/					0.1	-0.341	en	https://jesus-is-savior.com/	0.0
freshoffthepress.org	405897	2020	Fresh off the Press	M	FN	L	https://mediabiasfactcheck.com/fresh-off-the-press-bias/					0.4		en	https://www.freshoffthepress.org/	0.2
barenakedislam.com	403299	2008	Bare Naked Islam	L	FN	L	https://mediabiasfactcheck.com/bare-naked-islam/	1				0.2	-0.9	en	https://barenakedislam.com/	0.1
theconservativebrief.com	402915	2018	The Conservative Brief	M	FN	L	https://mediabiasfactcheck.com/the-conservative-brief/					0.3	0	en	https://www.theconservativebrief.com/	0.2
afa.net	399130	1996	American Family Association	L	FN	L	https://mediabiasfactcheck.com/american-family-association/				https://en.wikipedia.org/wiki/American_Family_Association	0.3	-0.7	en	https://afa.net/	0.1
judithcurry.com	398702	2010	Climate Etc	M	CP	L	https://mediabiasfactcheck.com/climate-etc/	1			https://en.wikipedia.org/wiki/Judith_Curry	0.2	0.024	en	https://judithcurry.com/	0.2
remnantnewspaper.com	398168	2014	The Remnant Newspaper	L	FN	L	https://mediabiasfactcheck.com/the-remnant-magazine/				https://en.wikipedia.org/wiki/The_Remnant_(newspaper)	0.2	0.34	en	https://remnantnewspaper.com/web/index.php	0.1
qanon.pub	396481	2018	Q	VL	CP	L	https://mediabiasfactcheck.com/qanon-pub/					0.2	-0.78	en	https://qanon.pub/	0.0
canadafreepress.com	395329	2002	Canada Free Press	L	FN	L	https://mediabiasfactcheck.com/canada-free-press/					0.2	-0.62	en	https://canadafreepress.com/	0.1
newsaddicts.com	394858	2023	News Addicts	L	FN	L	https://mediabiasfactcheck.com/news-addicts-bias/							en	https://newsaddicts.com/	0.1
greenmedinfo.com	394286	2009	GreenMedInfo	L	CP	L	https://mediabiasfactcheck.com/greenmedinfo/	1				0.4	-0.6	en	https://www.greenmedinfo.com/	0.1
informationclearinghouse.info	393866	2003	Information Clearing House	M	CP	L	https://mediabiasfactcheck.com/information-clearing-house/					0.2	0.093	en	https://www.informationclearinghouse.info/	0.2
worldcouncilforhealth.org	392088	2021	World Council for Health	VL	CP	L	https://mediabiasfactcheck.com/world-council-for-health-bias/					0.3	-1	en	https://worldcouncilforhealth.org/	0.0
redvoicemedia.com	390752	2020	Red Voice Media	L	FN	L	https://mediabiasfactcheck.com/red-voice-media/					0.3	-0.577	en	https://www.redvoicemedia.com/	0.1
healthy-holistic-living.com	386237	2006	Healthy Holistic Living	L	CP	L	https://mediabiasfactcheck.com/healthy-holistic-living/	1				0.2	-0.9	en	https://www.healthy-holistic-living.com/	0.1
newsrnd.com	385793	2018	The Limited Times	M	FN	L	https://mediabiasfactcheck.com/the-limited-times-newsrnd-com-bias-and-credibility/						0.2	en	https://newsrnd.com/	0.2
awarenessact.com	383428	2012	Awareness Act	L	CP	L	https://mediabiasfactcheck.com/awareness-act/	1				0.1	-0.9	en	https://awarenessact.com/	0.1
aflegal.org	380165	2021	America First Legal	L	FN	L	https://mediabiasfactcheck.com/america-first-legal-afl-bias-and-credibility/						0.0	en	https://aflegal.org/	0.1
